73514
4096 4095
3892 3870 22
33 2869 52
532 1686 53
1514 1978 53
602 591 53
3518 3994 53
1763 1764 53
1254 1778 53
3120 3636 53
3636 4055 16
909 3593 53
304 3437 53
145 1656 53
1656 1726 34
2660 1644 54
1644 3727 7
3727 3741 44
2080 3101 54
872 1018 54
1018 1499 40
3627 3693 54
3693 3966 0
3966 3961 36
3966 3982 48
1115 3547 54
2077 4004 54
3426 2974 54
2136 507 54
3092 3318 54
3318 3167 26
3167 2847 5
3318 2807 50
2 3529 54
3529 1933 37
2433 3753 54
1162 62 54
2568 3566 54
998 2910 54
2099 2987 54
539 2879 55
1562 3227 55
1136 1274 55
1574 3646 55
2337 1529 55
1529 1209 46
986 474 55
525 3539 55
3847 2971 55
2553 2939 55
2939 3955 18
2842 2590 55
33 2485 55
273 375 55
2525 2713 56
3438 2921 56
1903 3967 56
3550 3478 56
3458 3339 56
1590 878 56
3003 3455 56
3450 3929 56
3929 2770 0
3929 987 22
987 1007 55
2313 3489 56
2184 1388 56
794 2906 56
775 4053 57
2250 1002 57
192 2169 57
2206 3230 57
642 3070 57
1839 823 57
2778 2811 57
1863 3765 57
1674 1759 57
4065 2545 57
2545 2551 1
3112 3758 57
1201 1456 57
1456 1926 44
2963 1977 57
1632 1583 57
1255 1511 58
2362 3387 58
129 3205 58
1097 1346 58
2103 2347 58
2924 941 58
1986 1882 58
425 1491 58
3567 3301 58
2856 3706 58
211 1991 58
2463 3574 59
3355 2387 59
3714 4088 59
2160 3195 59
3173 2171 59
1130 1402 59
1866 1990 59
600 2575 59
2575 3067 53
91 2138 59
1952 494 59
1495 1694 59
1310 3165 59
3165 3800 36
1154 1832 59
2083 3305 60
1000 1498 60
2456 2623 60
682 1782 60
1573 3945 60
1062 2271 60
1457 1523 60
528 1458 60
1040 3865 60
365 421 61
3953 3417 61
1390 2919 61
1428 1439 61
1673 3225 61
3225 2711 20
208 1564 61
352 1387 62
1387 1322 36
1322 3386 0
1545 1775 62
1391 1004 62
1213 1757 62
2584 2684 62
844 2938 62
3851 2366 62
616 4034 62
3518 3508 62
2819 3658 62
1554 2009 63
103 1019 63
15 2654 63
3524 940 63
3944 3919 63
625 2679 63
1224 1234 64
1290 3183 64
1281 3503 64
1293 3175 64
4034 3702 64
1169 2813 64
3972 3921 64
256 309 64
2148 869 65
2245 933 65
2208 2999 65
3688 3561 65
1676 3643 65
2232 446 65
889 635 65
3183 2765 65
2679 3255 65
3633 4031 65
3858 2687 65
1116 3676 65
2072 3801 65
1878 2022 66
2354 3947 66
534 1742 66
1909 2005 66
1282 3494 66
3494 2439 48
1966 1823 66
965 1341 66
3860 3926 67
1123 1401 67
2152 4057 67
3624 1779 68
927 1917 68
3494 3717 68
3717 4045 2
997 1001 68
3858 4082 68
693 3631 68
2662 2622 68
2622 2902 56
3576 4019 68
77 2905 68
2916 639 68
1066 4015 69
2114 3366 69
1722 4030 69
2319 2278 69
1442 2467 69
1351 855 69
855 3071 66
188 3761 70
1887 3775 70
2484 3580 70
0 4072 70
4071 1807 70
1088 2782 70
723 1780 71
557 2668 71
1909 3965 71
3965 843 6
820 2037 71
2037 2044 33
167 1946 72
3280 3327 72
169 2809 72
1825 3687 72
2985 3007 72
2587 3839 72
1626 1791 73
3747 3247 73
844 2893 73
2833 2875 73
232 221 73
1558 1559 73
1559 1671 34
1741 3057 74
2978 2482 74
3482 3134 74
3134 3262 0
3757 3725 75
2747 3837 75
1624 3697 75
3401 3903 75
2219 2779 75
1185 4005 76
1004 4076 76
2021 2559 76
768 3041 76
2653 3133 76
933 3495 76
3288 3309 76
3464 4092 76
2382 2398 76
2587 2907 76
1767 1783 77
978 3050 77
3506 2006 77
139 2523 77
43 2659 77
1291 923 78
512 2878 78
2237 4021 78
695 127 78
291 3917 78
44 3774 78
1366 2004 78
905 3993 78
535 2876 79
2593 3763 79
3796 4064 79
404 511 79
73 3182 79
3927 3925 80
2801 3033 80
2473 3449 80
3468 1433 81
2881 3562 81
1960 3018 82
1070 3502 82
1977 3519 82
1965 1885 83
2881 3934 83
1191 1471 83
1557 2953 83
1795 3976 84
3135 2046 84
3322 1525 84
3234 3554 85
1644 1660 85
1914 3388 85
1152 3814 85
2142 2682 85
419 3239 86
3239 3755 80
442 2555 86
746 3823 86
2443 938 86
938 2027 56
547 2239 86
1203 3827 87
237 701 87
360 2413 87
2106 3770 87
3192 3964 88
2164 3317 88
125 3645 88
4050 3674 88
2784 3692 88
2426 3452 89
1321 1467 89
917 2967 90
3402 3535 90
385 991 90
3639 3159 90
2550 2934 91
2934 3958 23
2553 2751 92
174 1663 92
1091 2911 93
704 3795 93
3232 3762 93
3762 3751 10
1639 2023 93
1804 3053 93
3471 1982 93
3928 2013 93
2132 2719 94
4055 4051 95
353 1527 95
3212 3501 95
3270 2541 96
3332 4077 96
422 1405 97
36 3261 98
3795 3479 99
